index,zone,area,sub_area,pole,config_code,config_name,longitude,latitude
0,City,Barrio Logan,2900 ADDISON ST,ADN-2912,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.230904,32.72167
1,City,Barrio Logan,2900 ADDISON ST,ADN-2914,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.230913,32.721575
2,City,Barrio Logan,1000 CESAR CHAVEZ WAY,CC-1003,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.145178,32.700353
3,City,Barrio Logan,1000 CESAR CHAVEZ WAY,CC-1005,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.145178,32.700352
4,City,Barrio Logan,1000 CESAR CHAVEZ WAY,CC-1011,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.145349,32.700155
5,City,Barrio Logan,1000 CESAR CHAVEZ WAY,CC-1013,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.145405,32.700107
6,City,Barrio Logan,1000 CESAR CHAVEZ WAY,CC-1015,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.145539,32.699987
7,City,Barrio Logan,1000 CESAR CHAVEZ WAY,CC-1017,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.14554,32.699985
8,City,Barrio Logan,1000 CESAR CHAVEZ WAY,CC-1019,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.145545,32.699981
9,City,Barrio Logan,1100 CESAR CHAVEZ WAY,CC-1103,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.145973,32.699544
10,City,Barrio Logan,1100 CESAR CHAVEZ WAY,CC-1105,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.145973,32.699545
11,City,Barrio Logan,1100 CESAR CHAVEZ WAY,CC-1107,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.146065,32.69949
12,City,Barrio Logan,1100 CESAR CHAVEZ WAY,CC-1109,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.146065,32.699491
13,City,Barrio Logan,1100 CESAR CHAVEZ WAY,CC-1111,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.145915,32.699629
14,City,Barrio Logan,1100 CESAR CHAVEZ WAY,CC-1115,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.145978,32.699501
15,City,Barrio Logan,1100 CESAR CHAVEZ WAY,CC-1117,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.146053,32.699556
16,City,Barrio Logan,1800 MAIN ST,MN-1827,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.147804,32.699751
17,City,Barrio Logan,1800 MAIN ST,MN-1829,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.147282,32.699391
18,City,Barrio Logan,2800 MAIN ST,MN-2808,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.133469,32.692883
19,City,Barrio Logan,2800 MAIN ST,MN-2812,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.133316,32.692886
20,City,Barrio Logan,2800 MAIN ST,MN-2814,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.133124,32.69289
21,City,Barrio Logan,2800 MAIN ST,MN-2816,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.132968,32.692891
22,City,Barrio Logan,2800 MAIN ST,MN-2824,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.132815,32.692891
23,City,Barrio Logan,2800 MAIN ST,MN-2826,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.132661,32.692892
24,City,Barrio Logan,2800 MAIN ST,MN-2828,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.132508,32.692892
25,City,Barrio Logan,2800 MAIN ST,MN-2830,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.132354,32.692892
26,City,Barrio Logan,2800 MAIN ST,MN-2838,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.132162,32.692892
27,City,Barrio Logan,2800 MAIN ST,MN-2840,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.132009,32.692892
28,City,Barrio Logan,2800 MAIN ST,MN-2842,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.131855,32.692893
29,City,Barrio Logan,1700 NATIONAL AVE,NL-1701,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.148149,32.702693
30,City,Barrio Logan,1700 NATIONAL AVE,NL-1703,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.147903,32.702524
31,City,Barrio Logan,1700 NATIONAL AVE,NL-1711,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.147627,32.702333
32,City,Barrio Logan,1700 NATIONAL AVE,NL-1713,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.147382,32.702164
33,City,Barrio Logan,1700 NATIONAL AVE,NL-1749,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.147137,32.701994
34,City,Barrio Logan,1700 NATIONAL AVE,NL-1751,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.146234,32.701368
35,City,Barrio Logan,2900 NATIONAL AVE,NL-2928,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.130042,32.696027
36,City,Midtown,2700 KETTNER BLVD,KT-2700,12494,PBP Pilot Copy of Config 9000,-117.172983,32.732113
37,City,Midtown,2700 KETTNER BLVD,KT-2702,12494,PBP Pilot Copy of Config 9000,-117.173028,32.732216
38,City,Midtown,2700 KETTNER BLVD,KT-2704,12494,PBP Pilot Copy of Config 9000,-117.173073,32.73232
39,City,Midtown,2700 KETTNER BLVD,KT-2706,12494,PBP Pilot Copy of Config 9000,-117.173124,32.732438
40,City,Midtown,2700 KETTNER BLVD,KT-2708,12494,PBP Pilot Copy of Config 9000,-117.173168,32.732538
41,City,Midtown,2700 KETTNER BLVD,KT-2710,12494,PBP Pilot Copy of Config 9000,-117.173218,32.732636
42,City,Midtown,2800 KETTNER BLVD,KT-2810,12494,PBP Pilot Copy of Config 9000,-117.173579,32.733112
43,City,Midtown,2900 PACIFIC HIGHWAY,P-2908,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.175529,32.732736
44,City,Midtown,2900 PACIFIC HIGHWAY,P-2910,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.175601,32.732818
45,City,Midtown,2900 PACIFIC HIGHWAY,P-2912,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.175691,32.73292
46,City,Midtown,2900 PACIFIC HIGHWAY,P-2914,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.175763,32.733003
47,City,Midtown,2900 PACIFIC HIGHWAY,P-2916,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.175854,32.733105
48,City,Midtown,2900 PACIFIC HIGHWAY,P-2918,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.175926,32.733187
49,City,Midtown,2900 PACIFIC HIGHWAY,P-2920,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.176016,32.73329
50,City,Midtown,2900 PACIFIC HIGHWAY,P-2922,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.176088,32.733372
51,City,Midtown,2900 PACIFIC HIGHWAY,P-2924,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.176178,32.733474
52,City,Midtown,2900 PACIFIC HIGHWAY,P-2926,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.17625,32.733556
53,City,Mission Hills,3800 PACIFIC HIGHWAY,P-3801,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.18608,32.74137
54,City,Mission Hills,3800 PACIFIC HIGHWAY,P-3803,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.186292,32.741456
55,City,Mission Hills,3800 PACIFIC HIGHWAY,P-3805,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.186504,32.741543
56,City,Mission Hills,3800 PACIFIC HIGHWAY,P-3811,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.186869,32.74169
57,City,Mission Hills,3800 PACIFIC HIGHWAY,P-3813,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.186921,32.74171
58,City,Mission Hills,3800 PACIFIC HIGHWAY,P-3815,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.186974,32.74173
59,City,Mission Hills,3800 PACIFIC HIGHWAY,P-3821,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.187026,32.741751
60,City,Mission Hills,2700 SHELTER ISLAND DR,S-2707,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.228565,32.721025
61,City,Mission Hills,2700 SHELTER ISLAND DR,S-2712,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.22853,32.721192
62,City,Mission Hills,2700 SHELTER ISLAND DR,S-2713,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.228706,32.72111
63,City,Mission Hills,2700 SHELTER ISLAND DR,S-2714,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.228681,32.721284
64,City,Mission Hills,2700 SHELTER ISLAND DR,S-2717,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.228847,32.721195
65,City,Mission Hills,2700 SHELTER ISLAND DR,S-2720,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.228823,32.721369
66,City,Mission Hills,3400 SUTHERLAND ST,SU-3409,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.186253,32.741676
67,City,Mission Hills,3400 SUTHERLAND ST,SU-3411,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.186204,32.741749
68,City,Mission Hills,3400 SUTHERLAND ST,SU-3415,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.186159,32.741817
69,City,Mission Hills,800 WEST MISSION BLVD,WMB-826,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.250691,32.772103
70,City,Mission Hills,800 WEST MISSION BLVD,WMB-828,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.250206,32.772115
71,City,Mission Hills,800 WEST MISSION BLVD,WMB-838,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.249852,32.772123
72,City,Mission Hills,800 WEST MISSION BLVD,WMB-840,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.249702,32.772126
73,Downtown,Core-Columbia,Hospitality Zone,1-1004,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.163929,32.715904
74,Downtown,Core-Columbia,Hospitality Zone,1-1006,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16393,32.716037
75,Downtown,Core-Columbia,Hospitality Zone,1-1008,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.163931,32.716169
76,Downtown,Core-Columbia,Hospitality Zone,1-1020,9115,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.161278,32.71789
77,Downtown,Core-Columbia,Hospitality Zone,1-1310,12466,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.163951,32.719024
78,Downtown,Core-Columbia,Hospitality Zone,1-1312,12466,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.163952,32.719161
79,Downtown,Core-Columbia,Hospitality Zone,1-1313,12466,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.16377,32.719298
80,Downtown,Core-Columbia,Hospitality Zone,1-1314,12466,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.163953,32.719453
81,Downtown,Core-Columbia,Hospitality Zone,1-1315,12466,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.163772,32.719571
82,Downtown,Core-Columbia,Hospitality Zone,1-1317,12466,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.163772,32.719707
83,Downtown,Core-Columbia,Hospitality Zone,2-1303,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162852,32.718951
84,Downtown,Core-Columbia,Hospitality Zone,2-1305,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162853,32.719029
85,Downtown,Core-Columbia,Hospitality Zone,2-1307,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162853,32.719088
86,Downtown,Core-Columbia,Hospitality Zone,2-1309,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162854,32.719166
87,Downtown,Core-Columbia,Hospitality Zone,2-1311,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162854,32.719224
88,Downtown,Core-Columbia,Hospitality Zone,2-1313,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15411,32.714712
89,Downtown,Core-Columbia,Hospitality Zone,2-1315,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162856,32.71938
90,Downtown,Core-Columbia,Hospitality Zone,2-1316,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.163038,32.719457
91,Downtown,Core-Columbia,Hospitality Zone,2-1317,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162857,32.719516
92,Downtown,Core-Columbia,Hospitality Zone,2-1318,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.163039,32.719593
93,Downtown,Core-Columbia,Hospitality Zone,2-1320,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16304,32.719652
94,Downtown,Core-Columbia,Hospitality Zone,2-1322,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16304,32.71973
95,Downtown,Core-Columbia,Hospitality Zone,2-1323,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162859,32.719789
96,Downtown,Core-Columbia,Hospitality Zone,3-1001,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.161914,32.715859
97,Downtown,Core-Columbia,Hospitality Zone,3-1003,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.161917,32.715975
98,Downtown,Core-Columbia,Hospitality Zone,3-1005,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.16192,32.716071
99,Downtown,Core-Columbia,Hospitality Zone,3-1007,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.161924,32.716187
100,Downtown,Core-Columbia,Hospitality Zone,3-1014,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.16211,32.716299
101,Downtown,Core-Columbia,Hospitality Zone,3-1016,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.162113,32.716396
102,Downtown,Core-Columbia,Hospitality Zone,3-1018,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.162117,32.716512
103,Downtown,Core-Columbia,Hospitality Zone,3-1020,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.16212,32.716609
104,Downtown,Core-Columbia,Hospitality Zone,3-1116,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.162126,32.717139
105,Downtown,Core-Columbia,Hospitality Zone,3-1118,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.162127,32.717447
106,Downtown,Core-Columbia,Hospitality Zone,3-1203,9293,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.161947,32.717954
107,Downtown,Core-Columbia,Hospitality Zone,3-1205,9293,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.161947,32.718069
108,Downtown,Core-Columbia,Hospitality Zone,3-1207,9138,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161947,32.718164
109,Downtown,Core-Columbia,Hospitality Zone,3-1209,9138,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161947,32.718279
110,Downtown,Core-Columbia,Hospitality Zone,3-1218,9115,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.162129,32.718393
111,Downtown,Core-Columbia,Hospitality Zone,3-1220,9293,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.161278,32.71789
112,Downtown,Core-Columbia,Hospitality Zone,3-1221,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161948,32.718489
113,Downtown,Core-Columbia,Hospitality Zone,3-1223,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161948,32.718584
114,Downtown,Core-Columbia,Hospitality Zone,3-1300,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16213,32.718957
115,Downtown,Core-Columbia,Hospitality Zone,3-1301,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161949,32.719016
116,Downtown,Core-Columbia,Hospitality Zone,3-1302,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162131,32.719074
117,Downtown,Core-Columbia,Hospitality Zone,3-1303,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161949,32.719132
118,Downtown,Core-Columbia,Hospitality Zone,3-1304,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162131,32.71921
119,Downtown,Core-Columbia,Hospitality Zone,3-1305,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16195,32.719249
120,Downtown,Core-Columbia,Hospitality Zone,3-1306,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162132,32.719326
121,Downtown,Core-Columbia,Hospitality Zone,3-1308,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162132,32.719384
122,Downtown,Core-Columbia,Hospitality Zone,3-1310,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162132,32.719443
123,Downtown,Core-Columbia,Hospitality Zone,3-1312,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162133,32.719501
124,Downtown,Core-Columbia,Hospitality Zone,3-1313,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161951,32.71956
125,Downtown,Core-Columbia,Hospitality Zone,3-1314,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162133,32.719637
126,Downtown,Core-Columbia,Hospitality Zone,3-1316,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162133,32.719695
127,Downtown,Core-Columbia,Hospitality Zone,3-1320,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162134,32.719754
128,Downtown,Core-Columbia,Hospitality Zone,3-1322,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162134,32.719812
129,Downtown,Core-Columbia,1000 Fourth Ave,4-1011,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161004,32.715989
130,Downtown,Core-Columbia,1000 Fourth Ave,4-1013,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161006,32.716244
131,Downtown,Core-Columbia,1000 Fourth Ave,4-1019,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161007,32.716479
132,Downtown,Core-Columbia,1200 Fourth Ave,4-1204,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161204,32.71798
133,Downtown,Core-Columbia,1200 Fourth Ave,4-1206,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161205,32.718075
134,Downtown,Core-Columbia,1200 Fourth Ave,4-1208,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161206,32.71819
135,Downtown,Core-Columbia,1200 Fourth Ave,4-1210,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161207,32.718285
136,Downtown,Core-Columbia,1200 Fourth Ave,4-1216,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161208,32.718399
137,Downtown,Core-Columbia,1200 Fourth Ave,4-1218,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161209,32.718495
138,Downtown,Core-Columbia,1200 Fourth Ave,4-1222,9115,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.161211,32.718609
139,Downtown,Core-Columbia,1200 Fourth Ave,4-1224,9115,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.161212,32.718705
140,Downtown,Core-Columbia,1300 Fourth Ave,4-1300,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161214,32.719002
141,Downtown,Core-Columbia,1300 Fourth Ave,4-1302,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161215,32.719099
142,Downtown,Core-Columbia,1300 Fourth Ave,4-1304,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161216,32.719196
143,Downtown,Core-Columbia,1300 Fourth Ave,4-1306,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161216,32.719293
144,Downtown,Core-Columbia,1300 Fourth Ave,4-1313,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161035,32.719391
145,Downtown,Core-Columbia,1300 Fourth Ave,4-1315,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161036,32.719488
146,Downtown,Core-Columbia,1300 Fourth Ave,4-1317,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161036,32.719584
147,Downtown,Core-Columbia,1300 Fourth Ave,4-1319,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161037,32.719681
148,Downtown,Core-Columbia,1300 Fourth Ave,4-1321,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161038,32.719778
149,Downtown,Core-Columbia,1000 Fifth Ave,5-1002,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159991,32.716231
150,Downtown,Core-Columbia,1000 Fifth Ave,5-1004,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15999,32.716232
151,Downtown,Core-Columbia,1000 Fifth Ave,5-1006,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159989,32.71623
152,Downtown,Core-Columbia,1300 Fifth Ave,5-1302,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160288,32.719007
153,Downtown,Core-Columbia,1300 Fifth Ave,5-1311,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160107,32.719104
154,Downtown,Core-Columbia,1300 Fifth Ave,5-1313,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160108,32.7192
155,Downtown,Core-Columbia,1300 Fifth Ave,5-1314,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160291,32.719295
156,Downtown,Core-Columbia,1300 Fifth Ave,5-1316,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160292,32.719391
157,Downtown,Core-Columbia,1300 Fifth Ave,5-1317,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160111,32.719488
158,Downtown,Core-Columbia,1300 Fifth Ave,5-1318,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160294,32.719583
159,Downtown,Core-Columbia,1300 Fifth Ave,5-1320,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160295,32.719678
160,Downtown,Core-Columbia,1300 Fifth Ave,5-1323,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160114,32.719776
161,Downtown,Core-Columbia,1000 Sixth Ave,6-1011,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159183,32.715901
162,Downtown,Core-Columbia,1000 Sixth Ave,6-1013,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159184,32.716037
163,Downtown,Core-Columbia,1000 Sixth Ave,6-1015,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159186,32.716173
164,Downtown,Core-Columbia,1300 Sixth Ave,6-1300,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159396,32.718972
165,Downtown,Core-Columbia,1300 Sixth Ave,6-1301,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159214,32.719011
166,Downtown,Core-Columbia,1300 Sixth Ave,6-1302,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159397,32.719067
167,Downtown,Core-Columbia,1300 Sixth Ave,6-1303,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159215,32.719125
168,Downtown,Core-Columbia,1300 Sixth Ave,6-1304,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159397,32.719181
169,Downtown,Core-Columbia,1300 Sixth Ave,6-1305,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159215,32.71922
170,Downtown,Core-Columbia,1300 Sixth Ave,6-1306,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159397,32.719277
171,Downtown,Core-Columbia,1300 Sixth Ave,6-1307,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159216,32.719334
172,Downtown,Core-Columbia,1300 Sixth Ave,6-1308,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159398,32.719391
173,Downtown,Core-Columbia,1300 Sixth Ave,6-1309,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159216,32.719429
174,Downtown,Core-Columbia,1300 Sixth Ave,6-1311,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159216,32.719486
175,Downtown,Core-Columbia,1300 Sixth Ave,6-1317,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159216,32.719544
176,Downtown,Core-Columbia,1300 Sixth Ave,6-1318,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159399,32.7196
177,Downtown,Core-Columbia,1300 Sixth Ave,6-1319,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159217,32.719639
178,Downtown,Core-Columbia,1300 Sixth Ave,6-1320,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159399,32.719714
179,Downtown,Core-Columbia,1300 Sixth Ave,6-1321,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159217,32.719753
180,Downtown,Core-Columbia,1300 Sixth Ave,6-1322,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.1594,32.719809
181,Downtown,Core-Columbia,1100 SEVENTH  AVE,7-1104,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158451,32.716897
182,Downtown,Core-Columbia,1100 SEVENTH  AVE,7-1106,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158452,32.716974
183,Downtown,Core-Columbia,1100 SEVENTH  AVE,7-1112,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158452,32.717051
184,Downtown,Core-Columbia,1100 SEVENTH  AVE,7-1113,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15827,32.71711
185,Downtown,Core-Columbia,1100 SEVENTH  AVE,7-1114,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158452,32.717186
186,Downtown,Core-Columbia,1100 SEVENTH  AVE,7-1115,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158271,32.717264
187,Downtown,Core-Columbia,1100 SEVENTH  AVE,7-1116,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158453,32.717341
188,Downtown,Core-Columbia,1100 SEVENTH  AVE,7-1117,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158271,32.717399
189,Downtown,Core-Columbia,1100 SEVENTH  AVE,7-1118,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158454,32.717495
